v4_gene_model	category	v4_locus	W22.Zm00004b.1.
Zm00001d025304	expressed.endo		Zm00004b039445
Zm00001d025305	expressed.endo	clx2	Zm00004b039446
Zm00001d025310	not.endo		Zm00004b039450
Zm00001d025323	expressed.endo	GRMZM2G443509	Zm00004b039456
Zm00001d025327	expressed.endo		Zm00004b039460
Zm00001d025333	not.endo		Zm00004b039462
Zm00001d025339	expressed.endo	sfb1	Zm00004b039466
Zm00001d025340	expressed.endo		Zm00004b039467
Zm00001d025342	expressed.endo	AY110365	Zm00004b039469
Zm00001d025343	not.endo	pap30	Zm00004b039470
Zm00001d025345	not.endo		Zm00004b039471
Zm00001d025346	not.endo	pebp5	Zm00004b039473
Zm00001d025347	not.endo		Zm00004b039474
Zm00001d025352	expressed.endo	IDP2458	Zm00004b039476
Zm00001d025353	expressed.endo		Zm00004b039478
Zm00001d025354	not.endo	incw5	Zm00004b039479
Zm00001d025359	expressed.endo		Zm00004b039482
Zm00001d025360	not.endo		Zm00004b039483
Zm00001d025362	expressed.endo	mzetc34	Zm00004b039488
Zm00001d025371	not.endo		Zm00004b039492
Zm00001d025374	not.endo	vq59	Zm00004b039494
Zm00001d025377	not.endo		Zm00004b039503
Zm00001d025397	expressed.endo		Zm00004b039512
Zm00001d025398	expressed.endo		Zm00004b039515
Zm00001d025402	not.endo		Zm00004b039520
Zm00001d025406	expressed.endo		Zm00004b039523
Zm00001d025407	expressed.endo		Zm00004b039524
Zm00001d025412	expressed.endo		Zm00004b039527
Zm00001d025413	expressed.endo	IDP245	Zm00004b039528
Zm00001d025414	expressed.endo		Zm00004b039529
Zm00001d025418	not.endo		Zm00004b039531
Zm00001d025419	expressed.endo		Zm00004b039532
Zm00001d025421	expressed.endo		Zm00004b039534
Zm00001d025425	expressed.endo	asg2	Zm00004b039535
Zm00001d025430	not.endo		Zm00004b039541
Zm00001d025431	expressed.endo	GRMZM2G072513	Zm00004b039542
Zm00001d025433	expressed.endo	pza01089	Zm00004b039543
Zm00001d025435	expressed.endo	GRMZM2G072174	Zm00004b039545
Zm00001d025443	not.endo		Zm00004b039551
Zm00001d025445	expressed.endo		Zm00004b039553
Zm00001d025449	expressed.endo		Zm00004b039556
Zm00001d025450	expressed.endo		Zm00004b039557
Zm00001d025460	expressed.endo		Zm00004b039563
Zm00001d025461	expressed.endo		Zm00004b039564
Zm00001d025462	not.endo	bhlh102	Zm00004b039565
Zm00001d025469	expressed.endo		Zm00004b039572
Zm00001d025470	expressed.endo		Zm00004b039574
Zm00001d025472	not.endo		Zm00004b039575
Zm00001d025474	expressed.endo		Zm00004b039577
Zm00001d025475	not.endo		Zm00004b039578
Zm00001d025476	not.endo		Zm00004b039579
Zm00001d025477	not.endo	npi264	Zm00004b039580
Zm00001d025479	not.endo	mads30	Zm00004b039582
Zm00001d025483	not.endo	nactf85	Zm00004b039584
Zm00001d025485	not.endo	umc1402	Zm00004b039586
Zm00001d025508	not.endo		Zm00004b039591
Zm00001d025509	expressed.endo	IDP774	Zm00004b039598
Zm00001d025513	expressed.endo		Zm00004b039600
Zm00001d025514	expressed.endo	thx2	Zm00004b039601
Zm00001d025518	not.endo		Zm00004b039603
Zm00001d025522	expressed.endo		Zm00004b039607
Zm00001d025533	not.endo		Zm00004b039612
Zm00001d025538	expressed.endo		Zm00004b039616
Zm00001d025541	not.endo		Zm00004b039617
Zm00001d025542	expressed.endo	umc2350	Zm00004b039619
Zm00001d025547	not.endo		Zm00004b039623
Zm00001d025548	expressed.endo		Zm00004b039625
Zm00001d025549	not.endo		Zm00004b039626
Zm00001d025551	expressed.endo		Zm00004b039627
Zm00001d025564	not.endo		Zm00004b039634
Zm00001d025568	not.endo		Zm00004b039639
Zm00001d025570	expressed.endo		Zm00004b039640
Zm00001d025571	expressed.endo	csu334b	Zm00004b039641
Zm00001d025573	not.endo		Zm00004b039643
Zm00001d025575	expressed.endo	zyp1	Zm00004b039645
Zm00001d025580	expressed.endo	serk1	Zm00004b039649
Zm00001d025581	expressed.endo		Zm00004b039650
Zm00001d025584	expressed.endo		Zm00004b039653
Zm00001d025586	not.endo	umc146	Zm00004b039655
Zm00001d025588	not.endo	pme1	Zm00004b039656
Zm00001d025589	not.endo	bzip88	Zm00004b039657
Zm00001d025612	not.endo	umc1330	Zm00004b039676
Zm00001d025613	not.endo		Zm00004b039679
Zm00001d025616	expressed.endo		Zm00004b039682
Zm00001d025619	expressed.endo	phb2	Zm00004b039685
Zm00001d025622	not.endo		Zm00004b039688
Zm00001d025626	expressed.endo	aldh26	Zm00004b039694
Zm00001d025628	expressed.endo	IDP620	Zm00004b039697
Zm00001d025639	expressed.endo		Zm00004b039702
Zm00001d025644	expressed.endo		Zm00004b039704
Zm00001d025646	not.endo		Zm00004b039705
Zm00001d025651	expressed.endo		Zm00004b039708
Zm00001d025652	expressed.endo	igps2	Zm00004b039709
Zm00001d025653	expressed.endo	AY108476	Zm00004b039710
Zm00001d025654	not.endo		Zm00004b039711
Zm00001d025656	expressed.endo		Zm00004b039714
Zm00001d025657	expressed.endo		Zm00004b039716
Zm00001d025658	expressed.endo		Zm00004b039717
Zm00001d025660	expressed.endo	ras2	Zm00004b039718
Zm00001d025662	not.endo		Zm00004b039719
Zm00001d025663	expressed.endo		Zm00004b039720
Zm00001d025664	not.endo	myb84	Zm00004b039721
Zm00001d025665	expressed.endo	umc1272	Zm00004b039722
Zm00001d025667	expressed.endo	mlkp2	Zm00004b039727
Zm00001d025668	expressed.endo		Zm00004b039728
Zm00001d025669	not.endo	wrky59	Zm00004b039729
Zm00001d025673	expressed.endo		Zm00004b039732
Zm00001d025674	expressed.endo		Zm00004b039733
Zm00001d025675	expressed.endo		Zm00004b039734
Zm00001d025681	expressed.endo		Zm00004b039739
Zm00001d025684	expressed.endo	nactf15	Zm00004b039742
Zm00001d025687	expressed.endo		Zm00004b039743
Zm00001d025689	expressed.endo	tgz15a	Zm00004b039744
Zm00001d025690	expressed.endo		Zm00004b039745
Zm00001d025692	expressed.endo		Zm00004b039746
Zm00001d025699	not.endo		Zm00004b039752
Zm00001d025705	expressed.endo		Zm00004b039755
Zm00001d025706	expressed.endo	cfm6	Zm00004b039757
Zm00001d025709	not.endo		Zm00004b039759
Zm00001d025711	not.endo		Zm00004b039761
Zm00001d025712	expressed.endo		Zm00004b039762
Zm00001d025713	expressed.endo	hag103b	Zm00004b039763
Zm00001d025715	expressed.endo		Zm00004b039765
Zm00001d025717	expressed.endo		Zm00004b039767
Zm00001d025720	expressed.endo	thx25	Zm00004b039768
Zm00001d025721	expressed.endo		Zm00004b039769
Zm00001d025722	expressed.endo		Zm00004b039770
Zm00001d025726	expressed.endo	umc1115	Zm00004b039772
Zm00001d025727	not.endo	bhlh133	Zm00004b039774
Zm00001d025737	not.endo	pebp19	Zm00004b039783
Zm00001d025738	expressed.endo		Zm00004b039784
Zm00001d025739	expressed.endo		Zm00004b039785
Zm00001d025740	expressed.endo		Zm00004b039786
Zm00001d025741	not.endo		Zm00004b039787
Zm00001d025748	not.endo		Zm00004b039795
Zm00001d025750	expressed.endo		Zm00004b039797
Zm00001d025751	expressed.endo		Zm00004b039798
Zm00001d025752	expressed.endo		Zm00004b039799
Zm00001d025753	expressed.endo	ctb1	Zm00004b039800
Zm00001d025754	not.endo		Zm00004b039801
Zm00001d025757	expressed.endo	nlp9	Zm00004b039804
Zm00001d025761	not.endo		Zm00004b039806
Zm00001d025763	expressed.endo		Zm00004b039808
Zm00001d025765	expressed.endo	atg10	Zm00004b039811
Zm00001d025767	expressed.endo		Zm00004b039812
Zm00001d025770	not.endo	col7	Zm00004b039816
Zm00001d025771	not.endo	umc259a	Zm00004b039820
Zm00001d025772	expressed.endo		Zm00004b039823
Zm00001d025773	expressed.endo	sam1	Zm00004b039824
Zm00001d025774	expressed.endo		Zm00004b039827
Zm00001d025776	expressed.endo		Zm00004b039829
Zm00001d025777	expressed.endo	umc1280	Zm00004b039830
Zm00001d025784	expressed.endo		Zm00004b039834
Zm00001d025786	expressed.endo		Zm00004b039836
Zm00001d025788	not.endo		Zm00004b039839
Zm00001d025789	expressed.endo		Zm00004b039840
Zm00001d025793	expressed.endo	umc1507	Zm00004b039841
Zm00001d025794	expressed.endo		Zm00004b039842
Zm00001d025795	not.endo		Zm00004b039843
Zm00001d025798	expressed.endo		Zm00004b039845
Zm00001d025799	expressed.endo		Zm00004b039846
Zm00001d025803	expressed.endo		Zm00004b039849
Zm00001d025804	not.endo		Zm00004b039850
Zm00001d025807	not.endo		Zm00004b039851
Zm00001d025808	expressed.endo		Zm00004b039853
Zm00001d025814	not.endo		Zm00004b039858
Zm00001d025816	expressed.endo		Zm00004b039859
Zm00001d025820	expressed.endo		Zm00004b039866
Zm00001d025821	not.endo		Zm00004b039867
Zm00001d025823	not.endo	mybr68	Zm00004b039870
Zm00001d025824	not.endo		Zm00004b039873
Zm00001d025825	expressed.endo		Zm00004b039874
Zm00001d025827	expressed.endo		Zm00004b039876
Zm00001d025830	expressed.endo	dcl4	Zm00004b039879
Zm00001d025831	not.endo	amt1	Zm00004b039880
Zm00001d025833	expressed.endo	php20719a	Zm00004b039882
Zm00001d025834	expressed.endo		Zm00004b039883
Zm00001d025837	expressed.endo		Zm00004b039884
Zm00001d025842	not.endo		Zm00004b039885
Zm00001d025845	expressed.endo		Zm00004b039889
Zm00001d025847	expressed.endo		Zm00004b039890
Zm00001d025853	expressed.endo		Zm00004b039892
Zm00001d025859	expressed.endo	umc2785	Zm00004b039896
Zm00001d025860	expressed.endo		Zm00004b039897
Zm00001d025862	expressed.endo		Zm00004b039900
Zm00001d025863	not.endo		Zm00004b039902
Zm00001d025865	expressed.endo		Zm00004b039907
Zm00001d025868	not.endo		Zm00004b039908
Zm00001d025870	expressed.endo		Zm00004b039910
Zm00001d025871	not.endo	arftf38	Zm00004b039911
Zm00001d025873	not.endo	pco090777	Zm00004b039913
Zm00001d025875	not.endo	umc2156	Zm00004b039917
Zm00001d025885	not.endo	ckx11	Zm00004b039921
Zm00001d025886	expressed.endo		Zm00004b039922
Zm00001d025891	expressed.endo		Zm00004b039928
Zm00001d025892	expressed.endo		Zm00004b039929
Zm00001d025893	expressed.endo	AY106733	Zm00004b039930
Zm00001d025894	expressed.endo	amt5	Zm00004b039931
Zm00001d025896	not.endo	tcptf14	Zm00004b039932
Zm00001d025899	not.endo		Zm00004b039933
Zm00001d025903	expressed.endo		Zm00004b039936
Zm00001d025904	expressed.endo		Zm00004b039937
Zm00001d025905	expressed.endo		Zm00004b039938
Zm00001d025906	not.endo		Zm00004b039939
Zm00001d025910	not.endo	ereb86	Zm00004b039942
Zm00001d025911	expressed.endo		Zm00004b039943
Zm00001d025912	not.endo		Zm00004b039944
Zm00001d025913	expressed.endo	his2b6	Zm00004b039945
Zm00001d025915	expressed.endo		Zm00004b039946
Zm00001d025917	not.endo		Zm00004b039948
Zm00001d025918	not.endo	cle27	Zm00004b039949
Zm00001d025919	expressed.endo		Zm00004b039950
Zm00001d025921	expressed.endo		Zm00004b039952
Zm00001d025924	expressed.endo	Zm00001d025924	Zm00004b039954
Zm00001d025926	not.endo	limtf14	Zm00004b039957
Zm00001d025930	not.endo	mybr113	Zm00004b039958
Zm00001d025932	expressed.endo		Zm00004b039960
Zm00001d025938	expressed.endo	gpm256	Zm00004b039964
Zm00001d025939	expressed.endo	IDP2392	Zm00004b039965
Zm00001d025944	not.endo	yab14	Zm00004b039969
Zm00001d025946	expressed.endo	umc1506	Zm00004b039970
Zm00001d025949	not.endo		Zm00004b039973
Zm00001d025950	expressed.endo	atg13d	Zm00004b039974
Zm00001d025951	expressed.endo	krp15	Zm00004b039976
Zm00001d025953	expressed.endo	gata6	Zm00004b039978
Zm00001d025955	expressed.endo		Zm00004b039979
Zm00001d025957	not.endo	dbb12	Zm00004b039981
Zm00001d025959	not.endo		Zm00004b039983
Zm00001d025963	expressed.endo		Zm00004b039985
Zm00001d025966	expressed.endo		Zm00004b039987
Zm00001d025981	expressed.endo		Zm00004b039996
Zm00001d025984	expressed.endo	gdh2	Zm00004b039998
Zm00001d025985	expressed.endo		Zm00004b039999
Zm00001d025988	expressed.endo	gata19	Zm00004b040000
Zm00001d025991	expressed.endo		Zm00004b040002
Zm00001d026000	expressed.endo		Zm00004b040008
Zm00001d026002	not.endo		Zm00004b040010
Zm00001d026004	not.endo		Zm00004b040012
Zm00001d026005	not.endo	abi2	Zm00004b040013
Zm00001d026014	expressed.endo	umc2043	Zm00004b040023
Zm00001d026015	expressed.endo		Zm00004b040024
Zm00001d026017	expressed.endo	mybr111	Zm00004b040026
Zm00001d026018	expressed.endo	cdpk4	Zm00004b040028
Zm00001d026019	not.endo		Zm00004b040029
Zm00001d026020	expressed.endo		Zm00004b040030
Zm00001d026021	not.endo		Zm00004b040031
Zm00001d026022	expressed.endo		Zm00004b040032
Zm00001d026025	expressed.endo		Zm00004b040037
Zm00001d026026	expressed.endo		Zm00004b040040
Zm00001d026030	expressed.endo		Zm00004b040041
Zm00001d026035	not.endo		Zm00004b040054
Zm00001d026036	expressed.endo		Zm00004b040053
Zm00001d026038	expressed.endo		Zm00004b040051
Zm00001d026039	expressed.endo		Zm00004b040049
Zm00001d026040	not.endo		Zm00004b040048
Zm00001d026041	not.endo		Zm00004b040046
Zm00001d026051	expressed.endo		Zm00004b040060
Zm00001d026056	expressed.endo	hyd3	Zm00004b040064
Zm00001d026057	not.endo		Zm00004b040065
Zm00001d026061	not.endo	ofp41	Zm00004b040067
Zm00001d026062	not.endo		Zm00004b040068
Zm00001d026064	expressed.endo		Zm00004b040072
Zm00001d026066	not.endo		Zm00004b040073
Zm00001d026070	not.endo		Zm00004b040078
Zm00001d026072	not.endo		Zm00004b040081
Zm00001d026076	not.endo		Zm00004b040082
Zm00001d026079	expressed.endo		Zm00004b040085
Zm00001d026083	not.endo		Zm00004b040086
Zm00001d026084	expressed.endo	IDP120	Zm00004b040087
Zm00001d026088	expressed.endo	ocl2	Zm00004b040089
Zm00001d026089	expressed.endo		Zm00004b040090
Zm00001d026091	expressed.endo		Zm00004b040092
Zm00001d026095	not.endo		Zm00004b040095
Zm00001d026102	not.endo		Zm00004b040102
Zm00001d026103	expressed.endo	umc44a	Zm00004b040103
Zm00001d026113	expressed.endo	nkd2	Zm00004b040110
Zm00001d026119	expressed.endo		Zm00004b040112
Zm00001d026120	not.endo		Zm00004b040114
Zm00001d026122	expressed.endo		Zm00004b040116
Zm00001d026124	expressed.endo		Zm00004b040117
Zm00001d026127	expressed.endo	mmp71	Zm00004b040122
Zm00001d026130	not.endo		Zm00004b040125
Zm00001d026139	expressed.endo	cdpk30	Zm00004b040134
Zm00001d026140	not.endo		Zm00004b040135
Zm00001d026143	expressed.endo		Zm00004b040137
Zm00001d026144	expressed.endo		Zm00004b040138
Zm00001d026153	expressed.endo		Zm00004b040140
Zm00001d026154	expressed.endo		Zm00004b040141
Zm00001d026156	expressed.endo		Zm00004b040142
Zm00001d026158	expressed.endo	gras79	Zm00004b040144
Zm00001d026162	not.endo		Zm00004b040149
Zm00001d026165	expressed.endo		Zm00004b040154
Zm00001d026166	not.endo		Zm00004b040155
Zm00001d026169	not.endo		Zm00004b040156
Zm00001d026170	not.endo		Zm00004b040157
Zm00001d026175	not.endo	sbp21	Zm00004b040160
Zm00001d026176	expressed.endo		Zm00004b040161
Zm00001d026177	not.endo	por2	Zm00004b040162
Zm00001d026180	expressed.endo		Zm00004b040164
Zm00001d026189	expressed.endo		Zm00004b040174
Zm00001d026192	expressed.endo		Zm00004b040177
Zm00001d026194	expressed.endo		Zm00004b040179
Zm00001d026195	expressed.endo		Zm00004b040180
Zm00001d026199	expressed.endo		Zm00004b040183
Zm00001d026200	not.endo		Zm00004b040184
Zm00001d026203	not.endo	myb5	Zm00004b040187
Zm00001d026206	expressed.endo		Zm00004b040189
Zm00001d026207	not.endo		Zm00004b040192
Zm00001d026211	expressed.endo		Zm00004b040193
Zm00001d026212	expressed.endo		Zm00004b040194
Zm00001d026214	expressed.endo		Zm00004b040196
Zm00001d026218	not.endo	wrky112	Zm00004b040198
Zm00001d026221	not.endo		Zm00004b040200
Zm00001d026222	expressed.endo		Zm00004b040201
Zm00001d026231	not.endo	zfl1	Zm00004b040210
Zm00001d026236	expressed.endo		Zm00004b040213
Zm00001d026239	expressed.endo		Zm00004b040216
Zm00001d026241	not.endo		Zm00004b040219
Zm00001d026244	expressed.endo		Zm00004b040222
Zm00001d026245	expressed.endo	thx10	Zm00004b040223
Zm00001d026246	expressed.endo		Zm00004b040224
Zm00001d026251	not.endo		Zm00004b040232
Zm00001d026252	expressed.endo	wrky14	Zm00004b040237
Zm00001d026253	expressed.endo		Zm00004b040239
Zm00001d026254	expressed.endo		Zm00004b040240
Zm00001d026257	expressed.endo		Zm00004b040243
Zm00001d026258	expressed.endo		Zm00004b040244
Zm00001d026259	expressed.endo		Zm00004b040245
Zm00001d026260	expressed.endo		Zm00004b040246
Zm00001d026261	expressed.endo		Zm00004b040247
Zm00001d026262	not.endo		Zm00004b040248
Zm00001d026265	expressed.endo		Zm00004b040250
Zm00001d026266	not.endo		Zm00004b040251
Zm00001d026267	expressed.endo	stk4	Zm00004b040252
Zm00001d026268	not.endo		Zm00004b040253
Zm00001d026269	expressed.endo		Zm00004b040254
Zm00001d026270	expressed.endo	phd9	Zm00004b040255
Zm00001d026277	expressed.endo	cpx2	Zm00004b040258
Zm00001d026278	expressed.endo		Zm00004b040259
Zm00001d026280	expressed.endo		Zm00004b040260
Zm00001d026281	not.endo		Zm00004b040261
Zm00001d026283	expressed.endo	cop2	Zm00004b040263
Zm00001d026284	expressed.endo		Zm00004b040264
Zm00001d026285	expressed.endo		Zm00004b040265
Zm00001d026286	expressed.endo	rps11	Zm00004b040266
Zm00001d026287	expressed.endo	bnlg2190	Zm00004b040267
Zm00001d026288	expressed.endo	mbd123	Zm00004b040268
Zm00001d026289	expressed.endo		Zm00004b040269
Zm00001d026290	expressed.endo		Zm00004b040270
Zm00001d026291	expressed.endo	met2	Zm00004b040271
Zm00001d026293	expressed.endo		Zm00004b040274
Zm00001d026296	expressed.endo		Zm00004b040276
Zm00001d026298	not.endo		Zm00004b040279
Zm00001d026301	expressed.endo		Zm00004b040281
Zm00001d026302	expressed.endo		Zm00004b040282
Zm00001d026305	expressed.endo	ca2p7	Zm00004b040285
Zm00001d026307	expressed.endo		Zm00004b040287
Zm00001d026310	expressed.endo		Zm00004b040290
Zm00001d026311	expressed.endo		Zm00004b040292
Zm00001d026312	expressed.endo		Zm00004b040293
Zm00001d026319	expressed.endo		Zm00004b040298
Zm00001d026322	expressed.endo	cdo244a(crp)	Zm00004b040300
Zm00001d026326	expressed.endo		Zm00004b040301
Zm00001d026331	expressed.endo	umc2792	Zm00004b040304
Zm00001d026333	expressed.endo		Zm00004b040305
Zm00001d026334	expressed.endo		Zm00004b040306
Zm00001d026335	expressed.endo	atg8b	Zm00004b040308
Zm00001d026336	not.endo		Zm00004b040309
Zm00001d026337	expressed.endo		Zm00004b040310
Zm00001d026343	expressed.endo		Zm00004b040313
Zm00001d026344	expressed.endo		Zm00004b040314
Zm00001d026345	expressed.endo		Zm00004b040316
Zm00001d026346	expressed.endo	cl862_1(759)	Zm00004b040317
Zm00001d026347	expressed.endo	AY111500	Zm00004b040318
Zm00001d026348	expressed.endo		Zm00004b040319
Zm00001d026350	expressed.endo		Zm00004b040321
Zm00001d026352	expressed.endo		Zm00004b040324
Zm00001d026357	not.endo		Zm00004b040327
Zm00001d026359	expressed.endo		Zm00004b040329
Zm00001d026360	not.endo		Zm00004b040330
Zm00001d026361	expressed.endo		Zm00004b040331
Zm00001d026362	expressed.endo	mybr71	Zm00004b040332
Zm00001d026363	expressed.endo	pco139265	Zm00004b040333
Zm00001d026368	expressed.endo		Zm00004b040336
Zm00001d026369	expressed.endo		Zm00004b040337
Zm00001d026379	not.endo		Zm00004b040344
Zm00001d026381	expressed.endo		Zm00004b040345
Zm00001d026382	not.endo		Zm00004b040351
Zm00001d026394	expressed.endo		Zm00004b040360
Zm00001d026395	not.endo		Zm00004b040361
Zm00001d026396	expressed.endo		Zm00004b040362
Zm00001d026397	expressed.endo	AY110016	Zm00004b040363
Zm00001d026398	not.endo	bzip113	Zm00004b040365
Zm00001d026401	not.endo	epf1	Zm00004b040366
Zm00001d026402	expressed.endo	w2	Zm00004b040367
Zm00001d026412	not.endo		Zm00004b040371
Zm00001d026415	expressed.endo		Zm00004b040374
Zm00001d026422	not.endo	pme8	Zm00004b040379
Zm00001d026425	expressed.endo		Zm00004b040384
Zm00001d026426	expressed.endo		Zm00004b040386
Zm00001d026429	expressed.endo		Zm00004b040388
Zm00001d026432	not.endo		Zm00004b040393
Zm00001d026439	expressed.endo		Zm00004b040399
Zm00001d026441	not.endo		Zm00004b040401
Zm00001d026444	not.endo		Zm00004b040403
Zm00001d026454	not.endo		Zm00004b040410
Zm00001d026457	not.endo	umc2351	Zm00004b040412
Zm00001d026458	expressed.endo	ccp3	Zm00004b040413
Zm00001d026465	expressed.endo		Zm00004b040417
Zm00001d026471	not.endo		Zm00004b040428
Zm00001d026472	expressed.endo		Zm00004b040429
Zm00001d026475	expressed.endo	umc2203	Zm00004b040433
Zm00001d026476	expressed.endo		Zm00004b040434
Zm00001d026477	expressed.endo	zim34	Zm00004b040435
Zm00001d026479	expressed.endo	npi254b	Zm00004b040437
Zm00001d026480	not.endo	iaa44	Zm00004b040438
Zm00001d026483	expressed.endo	cpr2	Zm00004b040439
Zm00001d026485	expressed.endo	farl15	Zm00004b040441
Zm00001d026489	not.endo	umc2172	Zm00004b040445
Zm00001d026490	expressed.endo	mha4	Zm00004b040447
Zm00001d026491	not.endo	sbp28	Zm00004b040448
Zm00001d026492	expressed.endo		Zm00004b040450
Zm00001d026495	expressed.endo	bcd135b	Zm00004b040453
Zm00001d026498	not.endo	GRMZM2G427603	Zm00004b040454
Zm00001d026500	expressed.endo		Zm00004b040455
Zm00001d026501	expressed.endo	gln1	Zm00004b040456
Zm00001d026505	not.endo		Zm00004b040461
Zm00001d026509	not.endo		Zm00004b040465
Zm00001d026511	expressed.endo		Zm00004b040467
Zm00001d026512	not.endo		Zm00004b040469
Zm00001d026513	not.endo		Zm00004b040470
Zm00001d026514	expressed.endo		Zm00004b040471
Zm00001d026515	expressed.endo	vp10	Zm00004b040472
Zm00001d026516	expressed.endo		Zm00004b040473
Zm00001d026528	expressed.endo		Zm00004b040484
Zm00001d026530	not.endo		Zm00004b040494
Zm00001d026532	expressed.endo		Zm00004b040497
Zm00001d026535	expressed.endo		Zm00004b040499
Zm00001d026536	expressed.endo		Zm00004b040500
Zm00001d026537	not.endo	hb122	Zm00004b040502
Zm00001d026540	not.endo	arftf29	Zm00004b040503
Zm00001d026542	not.endo	glk52	Zm00004b040505
Zm00001d026543	expressed.endo	c3h52	Zm00004b040506
Zm00001d026547	expressed.endo		Zm00004b040509
Zm00001d026548	expressed.endo		Zm00004b040510
Zm00001d026555	expressed.endo		Zm00004b040515
Zm00001d026556	expressed.endo		Zm00004b040516
Zm00001d026559	expressed.endo		Zm00004b040518
Zm00001d026572	not.endo		Zm00004b040522
Zm00001d026573	expressed.endo		Zm00004b040523
Zm00001d026575	expressed.endo		Zm00004b040525
Zm00001d026576	not.endo		Zm00004b040527
Zm00001d026577	expressed.endo	ccp6	Zm00004b040526
Zm00001d026578	expressed.endo		Zm00004b040528
Zm00001d026580	expressed.endo		Zm00004b040529
Zm00001d026582	expressed.endo		Zm00004b040530
Zm00001d026585	expressed.endo		Zm00004b040532
Zm00001d026586	expressed.endo	TIDP3366	Zm00004b040533
Zm00001d026587	expressed.endo	c3h14	Zm00004b040534
Zm00001d026588	expressed.endo		Zm00004b040536
Zm00001d026590	expressed.endo	arftf30	Zm00004b040537
Zm00001d026592	expressed.endo		Zm00004b040539
Zm00001d026593	expressed.endo		Zm00004b040541
Zm00001d026598	expressed.endo		Zm00004b040545
Zm00001d026600	expressed.endo		Zm00004b040547
Zm00001d026604	not.endo		Zm00004b040550
Zm00001d026605	not.endo		Zm00004b040551
Zm00001d026606	not.endo		Zm00004b040552
Zm00001d026607	expressed.endo	AY109829	Zm00004b040553
Zm00001d026608	expressed.endo		Zm00004b040554
Zm00001d026609	expressed.endo		Zm00004b040555
Zm00001d026610	expressed.endo	umc2126	Zm00004b040556
Zm00001d026611	not.endo		Zm00004b040557
Zm00001d026612	expressed.endo		Zm00004b040558
Zm00001d026614	expressed.endo		Zm00004b040560
Zm00001d026620	not.endo		Zm00004b040564
Zm00001d026621	expressed.endo		Zm00004b040565
Zm00001d026623	expressed.endo		Zm00004b040566
Zm00001d026627	expressed.endo		Zm00004b040569
Zm00001d026629	expressed.endo		Zm00004b040572
Zm00001d026630	expressed.endo		Zm00004b040573
Zm00001d026632	expressed.endo		Zm00004b040574
Zm00001d026633	expressed.endo	umc1113	Zm00004b040575
Zm00001d026634	expressed.endo		Zm00004b040576
Zm00001d026635	expressed.endo	alla1	Zm00004b040577
Zm00001d026636	expressed.endo		Zm00004b040578
Zm00001d026638	expressed.endo		Zm00004b040580
Zm00001d026639	expressed.endo		Zm00004b040581
Zm00001d026641	expressed.endo	atg4b	Zm00004b040583
Zm00001d026642	expressed.endo	dba3	Zm00004b040584
Zm00001d026643	expressed.endo		Zm00004b040585
Zm00001d026645	expressed.endo		Zm00004b040587
Zm00001d026647	expressed.endo	IDP361	Zm00004b040589
Zm00001d026649	expressed.endo	o7	Zm00004b040592
Zm00001d026651	expressed.endo		Zm00004b040596
Zm00001d026657	not.endo		Zm00004b040601
Zm00001d026662	expressed.endo		Zm00004b040603
Zm00001d026663	not.endo	ofp43	Zm00004b040604
Zm00001d026664	expressed.endo		Zm00004b040605
Zm00001d026668	expressed.endo		Zm00004b040611
Zm00001d026669	expressed.endo		Zm00004b040613
Zm00001d026671	expressed.endo		Zm00004b040615
Zm00001d026672	expressed.endo		Zm00004b040616
Zm00001d026673	not.endo	vq61	Zm00004b040617
Zm00001d026675	expressed.endo	imd3	Zm00004b040618
Zm00001d026678	expressed.endo		Zm00004b040621
Zm00001d026679	not.endo		Zm00004b040622
Zm00001d026680	expressed.endo		Zm00004b040623
Zm00001d026681	expressed.endo		Zm00004b040624
Zm00001d026689	expressed.endo		Zm00004b040630
Zm00001d026690	expressed.endo	snrkII5	Zm00004b040631
Zm00001d026691	expressed.endo		Zm00004b040632
Zm00001d026692	not.endo		Zm00004b040633
Zm00001d026695	expressed.endo		Zm00004b040636
Zm00001d026698	expressed.endo	phd8	Zm00004b040639
Zm00001d026700	expressed.endo		Zm00004b040641
Zm00001d026701	expressed.endo		Zm00004b040642
Zm00001d026703	expressed.endo		Zm00004b040644
Zm00001d026709	not.endo		Zm00004b040649
Zm00001d026711	not.endo		Zm00004b040650
Zm00001d027231	expressed.endo	pco082477	Zm00004b000002
Zm00001d027240	expressed.endo		Zm00004b000008
Zm00001d027250	not.endo		Zm00004b000012
Zm00001d027256	not.endo		Zm00004b000014
Zm00001d027257	expressed.endo		Zm00004b000015
Zm00001d027265	expressed.endo		Zm00004b000019
Zm00001d027266	expressed.endo		Zm00004b000020
Zm00001d027267	expressed.endo		Zm00004b000021
Zm00001d027268	not.endo		Zm00004b000022
Zm00001d027276	expressed.endo		Zm00004b000029
Zm00001d027277	expressed.endo		Zm00004b000030
Zm00001d027285	not.endo	npf4	Zm00004b000036
Zm00001d027286	not.endo		Zm00004b000037
Zm00001d027287	not.endo		Zm00004b000038
Zm00001d027288	expressed.endo	umc1613	Zm00004b000039
Zm00001d027290	expressed.endo		Zm00004b000042
Zm00001d027292	not.endo	gras53	Zm00004b000043
Zm00001d027295	expressed.endo	tub1	Zm00004b000046
Zm00001d027296	expressed.endo		Zm00004b000047
